step,reward,reward_per_step,actor_loss,critic_loss,entropy,learning_rate,kl_divergence,fps_total
93,1033.024658203125,,,,,,,
94,1081.645263671875,,,,,,,
95,1131.2008056640625,,,,,,,
96,1135.15283203125,,,,,,,
97,1230.1390380859375,,,,,,,
98,1321.9718017578125,,,,,,,
99,1370.7952880859375,,,,,,,
100,1402.691650390625,,,,,,,
101,1570.1021728515625,,,,,,,
102,1562.3775634765625,,,,,,,
103,1731.021484375,,,,,,,
104,1744.13427734375,,,,,,,
105,1934.50390625,,,,,,,
106,2089.572021484375,,,,,,,
107,2191.718994140625,,,,,,,
108,2386.7470703125,,,,,,,
109,2360.849365234375,,,,,,,
110,2528.341796875,,,,,,,
111,2599.8359375,,,,,,,
112,2766.838134765625,,,,,,,
113,2967.12646484375,,,,,,,
114,3074.442626953125,,,,,,,
115,3145.42626953125,,,,,,,
116,3171.67578125,,,,,,,
117,3252.778076171875,,,,,,,
118,3150.073486328125,,,,,,,
119,3157.6953125,,,,,,,
120,3157.804931640625,,,,,,,
121,3057.120361328125,,,,,,,
122,3096.81201171875,,,,,,,
123,3144.345947265625,,,,,,,
124,3351.947021484375,,,,,,,
125,3270.733154296875,,,,,,,
126,3365.252685546875,,,,,,,
127,3396.856201171875,,,,,,,
128,3465.37939453125,,,,,,,
129,3319.005615234375,,,,,,,
130,3547.6357421875,,,,,,,
131,3572.9521484375,,,,,,,
132,3566.06494140625,,,,,,,
133,3661.72998046875,,,,,,,
134,3787.616455078125,,,,,,,
135,3796.183349609375,,,,,,,
136,3841.5224609375,,,,,,,
137,3964.133544921875,,,,,,,
138,4014.052734375,,,,,,,
139,3971.455810546875,,,,,,,
140,4031.08154296875,,,,,,,
141,4059.144287109375,,,,,,,
142,4167.2841796875,,,,,,,
143,4205.7548828125,,,,,,,
144,4280.75048828125,,,,,,,
145,4354.99560546875,,,,,,,
146,4377.6181640625,,,,,,,
147,4477.43505859375,,,,,,,
148,4547.5,,,,,,,
149,4536.646484375,,,,,,,
150,4620.96630859375,,,,,,,
151,4578.2412109375,,,,,,,
152,4643.52783203125,,,,,,,
153,4696.32470703125,,,,,,,
154,4623.76953125,,,,,,,
155,4679.10888671875,,,,,,,
156,4737.25341796875,,,,,,,
157,4715.18505859375,,,,,,,
158,4767.42431640625,,,,,,,
159,4710.21923828125,,,,,,,
160,4736.4580078125,,,,,,,
161,4803.513671875,,,,,,,
162,4923.7841796875,,,,,,,
163,4933.35595703125,,,,,,,
164,4876.103515625,,,,,,,
165,4838.08935546875,,,,,,,
166,4755.0068359375,,,,,,,
167,4776.84814453125,,,,,,,
168,4804.2294921875,,,,,,,
169,4955.43505859375,,,,,,,
170,4961.193359375,,,,,,,
171,4922.43408203125,,,,,,,
172,4950.015625,,,,,,,
173,5042.1591796875,,,,,,,
174,5060.21728515625,,,,,,,
175,4953.52978515625,,,,,,,
176,5196.6865234375,,,,,,,
177,5091.6083984375,,,,,,,
178,5085.177734375,,,,,,,
179,5124.525390625,,,,,,,
180,5196.4365234375,,,,,,,
181,5194.09130859375,,,,,,,
182,5200.8603515625,,,,,,,
183,5325.44970703125,,,,,,,
184,5342.26123046875,,,,,,,
185,5323.279296875,,,,,,,
186,5344.9541015625,,,,,,,
187,5363.4013671875,,,,,,,
188,5459.8203125,,,,,,,
189,5468.96484375,,,,,,,
190,5397.66259765625,,,,,,,
191,5554.43994140625,,,,,,,
192,5474.5146484375,,,,,,,
193,5503.17529296875,,,,,,,
194,5586.30859375,,,,,,,
195,5492.5263671875,,,,,,,
196,5577.9931640625,,,,,,,
197,5560.689453125,,,,,,,
198,5527.96240234375,,,,,,,
199,5607.99609375,,,,,,,
200,5632.5029296875,,,,,,,
201,5515.509765625,,,,,,,
202,5556.38720703125,,,,,,,
203,5654.52099609375,,,,,,,
204,5682.5244140625,,,,,,,
205,5574.75927734375,,,,,,,
206,5736.29736328125,,,,,,,
207,5659.01220703125,,,,,,,
208,5689.54931640625,,,,,,,
209,5704.85791015625,,,,,,,
210,5740.7275390625,,,,,,,
211,5744.56103515625,,,,,,,
212,5667.1171875,,,,,,,
213,5562.96875,,,,,,,
214,5504.0224609375,,,,,,,
215,5800.34033203125,,,,,,,
216,5807.9462890625,,,,,,,
217,5775.939453125,,,,,,,
218,5789.6337890625,,,,,,,
219,5864.5185546875,,,,,,,
220,5776.01806640625,,,,,,,
221,5821.23193359375,,,,,,,
222,5784.3447265625,,,,,,,
223,5882.18505859375,,,,,,,
224,5830.20556640625,,,,,,,
225,5907.0810546875,,,,,,,
226,5900.01611328125,,,,,,,
227,5915.15087890625,,,,,,,
228,5970.98291015625,,,,,,,
229,5953.087890625,,,,,,,
230,5948.216796875,,,,,,,
231,5809.2099609375,,,,,,,
232,5892.59228515625,,,,,,,
233,5947.52490234375,,,,,,,
234,5825.43212890625,,,,,,,
235,5905.88916015625,,,,,,,
236,5858.2958984375,,,,,,,
237,5926.40380859375,,,,,,,
238,5985.16357421875,,,,,,,
239,5957.529296875,,,,,,,
240,6019.36279296875,,,,,,,
241,6041.826171875,,,,,,,
242,5974.85791015625,,,,,,,
243,6051.63525390625,,,,,,,
244,6028.697265625,,,,,,,
245,6044.74365234375,,,,,,,
246,6097.02294921875,,,,,,,
247,6083.1083984375,,,,,,,
248,6050.56298828125,,,,,,,
249,6073.96630859375,,,,,,,
250,6062.29443359375,,,,,,,
251,6099.25244140625,,,,,,,
252,6122.69091796875,,,,,,,
253,6175.57861328125,,,,,,,
254,6200.3681640625,,,,,,,
255,6094.5224609375,,,,,,,
256,6105.31494140625,,,,,,,
257,6091.74658203125,,,,,,,
258,6125.796875,,,,,,,
259,6108.23193359375,,,,,,,
260,6076.62158203125,,,,,,,
261,6015.7275390625,,,,,,,
262,6055.99609375,,,,,,,
263,6151.7412109375,,,,,,,
264,6088.76171875,,,,,,,
265,6210.2216796875,,,,,,,
266,6205.15625,,,,,,,
267,6086.29248046875,,,,,,,
268,6132.94873046875,,,,,,,
269,6250.9990234375,,,,,,,
270,6288.35693359375,,,,,,,
271,6268.78125,,,,,,,
272,6295.765625,,,,,,,
273,6305.326171875,,,,,,,
274,6282.37939453125,,,,,,,
275,6309.48681640625,,,,,,,
276,6282.50537109375,,,,,,,
277,6277.40966796875,,,,,,,
278,6300.826171875,,,,,,,
279,6174.80712890625,,,,,,,
280,6342.45361328125,,,,,,,
281,6281.56494140625,,,,,,,
282,6329.1484375,,,,,,,
283,6299.935546875,,,,,,,
284,6245.63818359375,,,,,,,
285,6319.13720703125,,,,,,,
286,6313.0712890625,,,,,,,
287,6380.88671875,,,,,,,
288,6336.0390625,,,,,,,
289,6361.77978515625,,,,,,,
290,6382.14501953125,,,,,,,
291,6334.7236328125,,,,,,,
292,6361.23046875,,,,,,,
293,6412.36669921875,,,,,,,
294,6440.02685546875,,,,,,,
295,6380.70751953125,,,,,,,
296,6355.265625,,,,,,,
297,6438.3642578125,,,,,,,
298,6424.23681640625,,,,,,,
299,6303.5966796875,,,,,,,
300,6289.7255859375,,,,,,,
301,6380.42431640625,,,,,,,
302,6374.1923828125,,,,,,,
303,6362.91943359375,,,,,,,
304,6396.5322265625,,,,,,,
305,6456.93603515625,,,,,,,
306,6362.33154296875,,,,,,,
307,6417.82470703125,,,,,,,
308,6336.2060546875,,,,,,,
309,6348.15087890625,,,,,,,
310,6418.30029296875,,,,,,,
311,6327.04248046875,,,,,,,
312,6414.18603515625,,,,,,,
313,6365.16748046875,,,,,,,
314,6465.6123046875,,,,,,,
315,6419.736328125,,,,,,,
316,6473.36572265625,,,,,,,
317,6400.79296875,,,,,,,
318,6432.08984375,,,,,,,
319,6430.90234375,,,,,,,
320,6305.966796875,,,,,,,
321,6438.85107421875,,,,,,,
322,6342.947265625,,,,,,,
323,6186.6123046875,,,,,,,
324,6335.45654296875,,,,,,,
325,6506.8125,,,,,,,
326,6385.8740234375,,,,,,,
327,6395.41357421875,,,,,,,
328,6503.59130859375,,,,,,,
329,6533.625,,,,,,,
330,6500.388671875,,,,,,,
331,6559.09375,,,,,,,
332,6601.697265625,,,,,,,
333,6613.02099609375,,,,,,,
334,6513.8740234375,,,,,,,
335,6445.123046875,,,,,,,
336,6483.0458984375,,,,,,,
337,6357.06884765625,,,,,,,
338,6524.36474609375,,,,,,,
339,6597.8740234375,,,,,,,
340,6482.3974609375,,,,,,,
341,6469.19775390625,,,,,,,
342,6339.3203125,,,,,,,
343,6534.47119140625,,,,,,,
344,6501.90625,,,,,,,
345,6552.140625,,,,,,,
346,6573.31494140625,,,,,,,
347,6475.1005859375,,,,,,,
348,6487.90283203125,,,,,,,
349,6355.173828125,,,,,,,
350,6375.845703125,,,,,,,
351,6336.65283203125,,,,,,,
352,6481.6015625,,,,,,,
353,6466.9580078125,,,,,,,
354,6412.85693359375,,,,,,,
355,6443.31298828125,,,,,,,
356,6480.3583984375,,,,,,,
357,6555.279296875,,,,,,,
358,6540.2041015625,,,,,,,
359,6618.5791015625,,,,,,,
360,6521.15185546875,,,,,,,
361,6480.59033203125,,,,,,,
362,6459.4560546875,,,,,,,
363,6589.06787109375,,,,,,,
364,6679.6611328125,,,,,,,
365,6439.06298828125,,,,,,,
366,6545.42626953125,,,,,,,
367,6425.6953125,,,,,,,
368,6480.29345703125,,,,,,,
369,6447.69677734375,,,,,,,
370,6443.181640625,,,,,,,
371,6559.77783203125,,,,,,,
372,6585.8974609375,,,,,,,
373,6498.154296875,,,,,,,
374,6624.75732421875,,,,,,,
375,6565.26123046875,,,,,,,
376,6605.02783203125,,,,,,,
377,6612.92724609375,,,,,,,
378,6509.75634765625,,,,,,,
379,6537.0185546875,,,,,,,
380,6624.97607421875,,,,,,,
381,6523.40234375,,,,,,,
382,6588.07861328125,,,,,,,
383,6513.4736328125,,,,,,,
384,6455.27587890625,,,,,,,
385,6573.880859375,,,,,,,
386,6628.47119140625,,,,,,,
387,6738.4990234375,,,,,,,
388,6709.06005859375,,,,,,,
389,6585.1025390625,,,,,,,
390,6591.935546875,,,,,,,
391,6497.71923828125,,,,,,,
392,6670.224609375,,,,,,,
393,6737.43310546875,,,,,,,
394,6724.65869140625,,,,,,,
395,6522.17724609375,,,,,,,
396,6482.98974609375,,,,,,,
397,6607.794921875,,,,,,,
398,6613.98193359375,,,,,,,
399,6612.25439453125,,,,,,,
400,6595.23974609375,,,,,,,
401,6636.048828125,,,,,,,
402,6623.80712890625,,,,,,,
403,6628.61474609375,,,,,,,
404,6580.38427734375,,,,,,,
405,6690.60693359375,,,,,,,
406,6723.0517578125,,,,,,,
407,6772.34619140625,,,,,,,
408,6640.544921875,,,,,,,
409,6612.83251953125,,,,,,,
410,6573.08349609375,,,,,,,
411,6772.33740234375,,,,,,,
412,6704.48486328125,,,,,,,
413,6565.2685546875,,,,,,,
414,6625.55712890625,,,,,,,
415,6683.39404296875,,,,,,,
416,6708.6015625,,,,,,,
417,6721.2216796875,,,,,,,
418,6782.23486328125,,,,,,,
419,6818.08349609375,,,,,,,
420,6691.1767578125,,,,,,,
421,6734.79541015625,,,,,,,
422,6719.13720703125,,,,,,,
423,6858.42919921875,,,,,,,
424,6795.04052734375,,,,,,,
425,6764.185546875,,,,,,,
426,6702.765625,,,,,,,
427,6702.212890625,,,,,,,
428,6618.4306640625,,,,,,,
429,6665.462890625,,,,,,,
430,6733.49755859375,,,,,,,
431,6819.0361328125,,,,,,,
432,6799.70849609375,,,,,,,
433,6878.291015625,,,,,,,
434,6898.8212890625,,,,,,,
435,6821.27978515625,,,,,,,
436,6798.0625,,,,,,,
437,6781.74658203125,,,,,,,
438,6726.3271484375,,,,,,,
439,6726.267578125,,,,,,,
440,6860.90087890625,,,,,,,
441,6839.888671875,,,,,,,
442,6797.2548828125,,,,,,,
443,6814.00439453125,,,,,,,
444,6838.27099609375,,,,,,,
445,6929.3994140625,,,,,,,
446,7015.3134765625,,,,,,,
447,6939.31591796875,,,,,,,
448,6885.77294921875,,,,,,,
449,6884.474609375,,,,,,,
450,6884.611328125,,,,,,,
451,6939.13916015625,,,,,,,
452,6870.55859375,,,,,,,
453,6814.95166015625,,,,,,,
454,6913.2490234375,,,,,,,
455,6948.37255859375,,,,,,,
456,6938.27490234375,,,,,,,
457,6887.908203125,,,,,,,
458,6833.99462890625,,,,,,,
459,6952.30615234375,,,,,,,
460,7050.3486328125,,,,,,,
461,6732.3583984375,,,,,,,
462,6856.853515625,,,,,,,
463,6942.64111328125,,,,,,,
464,6869.833984375,,,,,,,
465,6935.6923828125,,,,,,,
466,6806.1416015625,,,,,,,
467,6837.53466796875,,,,,,,
468,6795.68505859375,,,,,,,
469,6726.673828125,,,,,,,
470,6842.35546875,,,,,,,
471,6963.72216796875,,,,,,,
472,7023.20068359375,,,,,,,
473,7005.001953125,,,,,,,
474,7016.9755859375,,,,,,,
475,6885.04541015625,,,,,,,
476,7019.07666015625,,,,,,,
477,7008.58154296875,,,,,,,
478,7124.5224609375,,,,,,,
479,7000.32470703125,,,,,,,
480,6870.34716796875,,,,,,,
481,6719.79150390625,,,,,,,
482,7020.009765625,,,,,,,
483,6999.34375,,,,,,,
484,6961.51123046875,,,,,,,
485,7035.88671875,,,,,,,
486,6833.02294921875,,,,,,,
487,7042.607421875,,,,,,,
488,7009.6005859375,,,,,,,
489,7084.95849609375,,,,,,,
490,7107.7822265625,,,,,,,
491,7002.884765625,,,,,,,
492,6817.54541015625,,,,,,,
493,6874.41162109375,,,,,,,
494,7083.61181640625,,,,,,,
495,6927.318359375,,,,,,,
496,7145.1328125,,,,,,,
497,7075.7236328125,,,,,,,
498,7070.0615234375,,,,,,,
499,6966.56005859375,,,,,,,
500,6912.26123046875,,,,,,,
501,7016.4423828125,,,,,,,
502,7045.673828125,,,,,,,
503,6998.75537109375,,,,,,,
504,7111.25341796875,,,,,,,
505,7136.20751953125,,,,,,,
506,7152.63720703125,,,,,,,
507,6897.8955078125,,,,,,,
508,7113.4521484375,,,,,,,
509,6885.75341796875,,,,,,,
510,7025.1142578125,,,,,,,
511,7057.05859375,,,,,,,
512,6897.12109375,,,,,,,
513,7023.61669921875,,,,,,,
514,7037.458984375,,,,,,,
515,7049.830078125,,,,,,,
516,7067.8935546875,,,,,,,
517,7102.232421875,,,,,,,
518,6993.55126953125,,,,,,,
519,6924.798828125,,,,,,,
520,7065.14990234375,,,,,,,
521,7147.1904296875,,,,,,,
522,6947.57568359375,,,,,,,
523,7115.06787109375,,,,,,,
524,6991.54150390625,,,,,,,
525,7092.4150390625,,,,,,,
526,7155.1181640625,,,,,,,
527,7048.61865234375,,,,,,,
528,7240.52783203125,,,,,,,
529,7146.37353515625,,,,,,,
530,7154.4208984375,,,,,,,
531,7183.19921875,,,,,,,
532,7093.6455078125,,,,,,,
533,7127.13037109375,,,,,,,
534,7095.5615234375,,,,,,,
535,7082.29296875,,,,,,,
536,7153.046875,,,,,,,
537,6880.478515625,,,,,,,
538,7126.1181640625,,,,,,,
539,7190.40283203125,,,,,,,
540,7205.2119140625,,,,,,,
541,7198.2890625,,,,,,,
542,7137.3623046875,,,,,,,
543,7212.24658203125,,,,,,,
544,7143.95068359375,,,,,,,
545,7049.56005859375,,,,,,,
546,7237.56103515625,,,,,,,
547,7304.54736328125,,,,,,,
548,7341.447265625,,,,,,,
549,7038.380859375,,,,,,,
550,7178.75341796875,,,,,,,
551,7353.6953125,,,,,,,
552,7287.2529296875,,,,,,,
553,7258.73681640625,,,,,,,
554,7185.32666015625,,,,,,,
555,7282.86865234375,,,,,,,
556,7234.45556640625,,,,,,,
557,7204.43408203125,,,,,,,
558,7244.85791015625,,,,,,,
559,7199.755859375,,,,,,,
560,7260.41064453125,,,,,,,
561,7302.494140625,,,,,,,
562,6911.43994140625,,,,,,,
563,7176.06591796875,,,,,,,
564,7290.66357421875,,,,,,,
565,7258.25341796875,,,,,,,
566,7320.00439453125,,,,,,,
567,7273.73291015625,,,,,,,
568,7155.72314453125,,,,,,,
569,7116.3017578125,,,,,,,
570,7099.96484375,,,,,,,
571,7141.76318359375,,,,,,,
572,7358.1552734375,,,,,,,
573,7392.48876953125,,,,,,,
574,7228.25439453125,,,,,,,
575,7178.517578125,,,,,,,
576,7164.9755859375,,,,,,,
577,7160.78857421875,,,,,,,
578,7260.68359375,,,,,,,
579,7341.1435546875,,,,,,,
580,7344.681640625,,,,,,,
581,7332.5625,,,,,,,
582,7225.2890625,,,,,,,
583,7287.3193359375,,,,,,,
584,7284.77099609375,,,,,,,
585,7272.30126953125,,,,,,,
586,7308.419921875,,,,,,,
587,7170.79443359375,,,,,,,
588,7265.634765625,,,,,,,
589,7260.50927734375,,,,,,,
590,7303.455078125,,,,,,,
591,7307.76806640625,,,,,,,
592,7303.99365234375,,,,,,,
593,7199.28173828125,,,,,,,
594,7379.310546875,,,,,,,
595,7260.30224609375,,,,,,,
596,7309.548828125,,,,,,,
597,7131.701171875,,,,,,,
598,7289.4052734375,,,,,,,
599,7133.5361328125,,,,,,,
600,7329.06494140625,,,,,,,
601,7401.455078125,,,,,,,
602,7174.00927734375,,,,,,,
603,7260.5185546875,,,,,,,
604,7382.537109375,,,,,,,
605,7218.84228515625,,,,,,,
606,7372.41162109375,,,,,,,
607,7171.357421875,,,,,,,
608,7331.9833984375,,,,,,,
609,7285.9853515625,,,,,,,
610,7414.51806640625,,,,,,,
611,7345.548828125,,,,,,,
612,7354.7216796875,,,,,,,
613,7212.02587890625,,,,,,,
614,7456.06298828125,,,,,,,
615,7292.7822265625,,,,,,,
616,7451.59130859375,,,,,,,
617,7382.40966796875,,,,,,,
618,7347.873046875,,,,,,,
619,7445.796875,,,,,,,
620,7406.93359375,,,,,,,
621,7498.7333984375,,,,,,,
622,7400.130859375,,,,,,,
623,7427.56396484375,,,,,,,
624,7477.560546875,,,,,,,
625,7548.28271484375,,,,,,,
626,7228.5009765625,,,,,,,
627,7306.68603515625,,,,,,,
628,7193.7548828125,,,,,,,
629,7372.00439453125,,,,,,,
630,7304.923828125,,,,,,,
631,7547.4765625,,,,,,,
632,7429.3115234375,,,,,,,
633,7457.18310546875,,,,,,,
634,7413.09423828125,,,,,,,
635,7522.296875,,,,,,,
636,7414.80126953125,,,,,,,
637,7490.59130859375,,,,,,,
638,7438.90185546875,,,,,,,
639,7504.52978515625,,,,,,,
640,7286.87109375,,,,,,,
641,7430.7216796875,,,,,,,
642,7382.80615234375,,,,,,,
643,7296.2275390625,,,,,,,
644,7476.02685546875,,,,,,,
645,7532.1318359375,,,,,,,
646,7663.3818359375,,,,,,,
647,7545.27685546875,,,,,,,
648,7451.17333984375,,,,,,,
649,7523.26220703125,,,,,,,
650,7460.1650390625,,,,,,,
651,7424.8603515625,,,,,,,
652,7327.166015625,,,,,,,
653,7479.8212890625,,,,,,,
654,7445.07421875,,,,,,,
655,7442.85546875,,,,,,,
656,7173.4853515625,,,,,,,
657,7361.6337890625,,,,,,,
658,7517.1123046875,,,,,,,
659,7376.703125,,,,,,,
660,7492.16650390625,,,,,,,
661,7278.2724609375,,,,,,,
662,7615.96337890625,,,,,,,
663,7418.76025390625,,,,,,,
664,7395.134765625,,,,,,,
665,7562.21533203125,,,,,,,
666,7455.75732421875,,,,,,,
667,7506.7197265625,,,,,,,
668,7430.873046875,,,,,,,
669,7480.71630859375,,,,,,,
670,7618.77880859375,,,,,,,
671,7436.388671875,,,,,,,
672,7579.14306640625,,,,,,,
673,7503.2529296875,,,,,,,
674,7509.43603515625,,,,,,,
675,7431.23046875,,,,,,,
676,7545.04833984375,,,,,,,
677,7515.9560546875,,,,,,,
678,7511.94091796875,,,,,,,
679,7613.37646484375,,,,,,,
680,7673.400390625,,,,,,,
681,7598.4375,,,,,,,
682,7638.9267578125,,,,,,,
683,7567.890625,,,,,,,
684,7590.82275390625,,,,,,,
685,7496.865234375,,,,,,,
686,7577.35791015625,,,,,,,
687,7557.36865234375,,,,,,,
688,7609.27490234375,,,,,,,
689,7517.796875,,,,,,,
690,7577.052734375,,,,,,,
691,7639.12060546875,,,,,,,
692,7625.18115234375,,,,,,,
693,7612.369140625,,,,,,,
694,7444.62646484375,,,,,,,
695,7508.05859375,,,,,,,
696,7772.916015625,,,,,,,
697,7671.20556640625,,,,,,,
698,7693.91064453125,,,,,,,
699,7722.23046875,,,,,,,
700,7522.03466796875,,,,,,,
701,7645.81103515625,,,,,,,
702,7636.52587890625,,,,,,,
703,7729.65185546875,,,,,,,
704,7649.99853515625,,,,,,,
705,7536.51025390625,,,,,,,
706,7677.1591796875,,,,,,,
707,7662.9912109375,,,,,,,
708,7601.74560546875,,,,,,,
709,7719.28857421875,,,,,,,
710,7643.92041015625,,,,,,,
711,7720.3759765625,,,,,,,
712,7773.927734375,,,,,,,
713,7853.03857421875,,,,,,,
714,7625.8466796875,,,,,,,
715,7800.15625,,,,,,,
716,7629.9609375,,,,,,,
717,7714.8115234375,,,,,,,
718,7621.42626953125,,,,,,,
719,7642.166015625,,,,,,,
720,7759.3017578125,,,,,,,
721,7544.68310546875,,,,,,,
722,7727.25244140625,,,,,,,
723,7682.8037109375,,,,,,,
724,7651.8828125,,,,,,,
725,7856.55810546875,,,,,,,
726,7462.50439453125,,,,,,,
727,7599.279296875,,,,,,,
728,7694.9072265625,,,,,,,
729,7714.12939453125,,,,,,,
730,7652.1943359375,,,,,,,
731,7657.71044921875,,,,,,,
732,7897.50927734375,,,,,,,
733,7763.10107421875,,,,,,,
734,7577.4091796875,,,,,,,
735,7741.02294921875,,,,,,,
736,7765.708984375,,,,,,,
737,7670.6884765625,,,,,,,
738,7691.732421875,,,,,,,
739,7720.2255859375,,,,,,,
740,7835.64306640625,,,,,,,
741,7927.03173828125,,,,,,,
742,7742.4404296875,,,,,,,
743,7744.46044921875,,,,,,,
744,7749.1640625,,,,,,,
745,7842.5498046875,,,,,,,
746,7822.41357421875,,,,,,,
747,7754.10498046875,,,,,,,
748,7775.759765625,,,,,,,
749,7884.73486328125,,,,,,,
750,7865.93408203125,,,,,,,
751,7853.92626953125,,,,,,,
752,7653.638671875,,,,,,,
753,7762.5478515625,,,,,,,
754,7768.35693359375,,,,,,,
755,7850.1923828125,,,,,,,
756,7814.82177734375,,,,,,,
757,7796.68115234375,,,,,,,
758,7864.0087890625,,,,,,,
759,7812.01416015625,,,,,,,
760,7842.07958984375,,,,,,,
761,7936.177734375,,,,,,,
762,7923.150390625,,,,,,,
763,7770.83154296875,,,,,,,
764,7879.40234375,,,,,,,
765,7714.5185546875,,,,,,,
766,7858.84716796875,,,,,,,
767,7752.14599609375,,,,,,,
768,7869.8203125,,,,,,,
769,7868.1474609375,,,,,,,
770,7887.92431640625,,,,,,,
771,7795.34521484375,,,,,,,
772,7732.48095703125,,,,,,,
773,7872.74658203125,,,,,,,
774,7898.0400390625,,,,,,,
775,7873.9111328125,,,,,,,
776,7738.859375,,,,,,,
777,7970.76611328125,,,,,,,
778,8028.60107421875,,,,,,,
779,7920.1875,,,,,,,
780,7988.92724609375,,,,,,,
781,7863.9736328125,,,,,,,
782,7950.72998046875,,,,,,,
783,7883.6025390625,,,,,,,
784,7863.93212890625,,,,,,,
785,7980.56591796875,,,,,,,
786,7830.2373046875,,,,,,,
787,7776.66748046875,,,,,,,
788,7845.72119140625,,,,,,,
789,7792.45849609375,,,,,,,
790,7753.9267578125,,,,,,,
791,7804.583984375,,,,,,,
792,7815.52978515625,,,,,,,
793,7872.33984375,,,,,,,
794,7813.603515625,,,,,,,
795,7920.78662109375,,,,,,,
796,7987.7822265625,,,,,,,
797,7925.208984375,,,,,,,
798,8026.4130859375,,,,,,,
799,7852.61181640625,,,,,,,
800,7941.537109375,,,,,,,
801,8034.38037109375,,,,,,,
802,7950.1884765625,,,,,,,
803,8026.28466796875,,,,,,,
804,8008.50927734375,,,,,,,
805,7937.10400390625,,,,,,,
806,7881.28173828125,,,,,,,
807,7989.755859375,,,,,,,
808,7869.06689453125,,,,,,,
809,8013.59619140625,,,,,,,
810,7995.671875,,,,,,,
811,7834.681640625,,,,,,,
812,7793.35302734375,,,,,,,
813,7758.18798828125,,,,,,,
814,7644.66748046875,,,,,,,
815,7789.076171875,,,,,,,
816,7897.82470703125,,,,,,,
817,7622.2822265625,,,,,,,
818,7729.05615234375,,,,,,,
819,7881.1484375,,,,,,,
820,7973.50537109375,,,,,,,
821,8062.04833984375,,,,,,,
822,7981.90087890625,,,,,,,
823,7894.447265625,,,,,,,
824,8041.462890625,,,,,,,
825,7913.5224609375,,,,,,,
826,7847.02294921875,,,,,,,
827,7877.962890625,,,,,,,
