iteration,mean_reward
1682,6624.4790
1683,6355.9697
1684,6475.2974
1685,6352.2188
1686,6682.3979
1687,6735.3203
1688,6453.3042
1689,6447.4155
1690,6495.9897
1691,6484.8003
1692,6381.4580
1693,6529.7241
1694,6587.4785
1695,6398.9580
1696,6643.2461
1697,6552.2051
1698,6451.3398
1699,6653.5000
1700,6539.2876
1701,6553.1475
1702,6383.1855
1703,6446.7324
1704,6288.7021
1705,6422.7998
1706,6358.9604
1707,6409.2568
1708,6298.2490
1709,6474.1885
1710,6644.1479
1711,6575.0356
1712,6586.2397
1713,6499.0044
1714,6641.3486
1715,6356.7588
1716,6222.4438
1717,6379.0874
1718,6306.0454
1719,6368.4082
1720,6526.6538
1721,6569.2212
1722,6496.4468
1723,6485.8574
1724,6513.2656
1725,6546.8071
1726,6689.5186
1727,6445.8110
1728,6443.3213
1729,6627.3135
1730,6486.8584
1731,6444.5566
1732,6491.5181
1733,6487.1460
1734,6544.9219
1735,6501.9219
1736,6491.4609
1737,6468.0801
1738,6601.0513
1739,6521.6123
1740,6439.2324
1741,6580.1899
1742,6598.5156
1743,6502.4468
1744,6468.4424
1745,6521.6035
1746,6535.4766
1747,6647.2197
1748,6475.0000
1749,6250.7646
1750,6516.2329
1751,6597.8716
1752,6359.0923
1753,6446.5278
1754,6445.0161
1755,6455.1992
1756,6568.2129
1757,6343.7134
1758,6340.6875
1759,6299.8066
1760,6511.8716
1761,6456.0547
1762,6417.9966
1763,6425.7529
1764,6417.2891
1765,6438.0728
1766,6645.0947
1767,6666.7217
1768,6506.5601
1769,6598.2402
1770,6560.6484
1771,6537.0098
1772,6245.1196
1773,6407.1196
1774,6367.9463
1775,6595.0698
1776,6481.8110
1777,6349.2085
1778,6513.3823
1779,6333.2007
1780,6488.3379
1781,6469.9116
1782,6310.8066
1783,6443.2017
1784,6424.6196
1785,6472.5806
1786,6459.3506
1787,6475.1729
1788,6413.0381
1789,6584.9121
1790,6710.2554
1791,6265.8911
1792,6427.4331
1793,6632.5947
1794,6491.9609
1795,6422.3174
1796,6447.4360
1797,6652.2842
1798,6729.2310
1799,6469.0562
1800,6482.4956
1801,6389.0923
1802,6427.6611
1803,6444.3457
1804,6623.1606
1805,6510.3872
1806,6640.1816
1807,6606.0630
1808,6462.5728
1809,6492.7085
1810,6645.1475
1811,6444.3223
1812,6601.7163
1813,6645.7725
1814,6685.9424
1815,6591.3125
1816,6598.7568
1817,6428.9248
1818,6663.1851
1819,6763.3906
1820,6668.4238
1821,6587.1465
1822,6509.6562
1823,6636.4092
1824,6503.5322
1825,6521.4990
1826,6575.5405
1827,6460.9565
1828,6529.8843
1829,6593.9590
1830,6418.3613
1831,6429.8130
1832,6504.9248
1833,6326.0747
1834,6537.6040
1835,6570.2998
1836,6541.6636
1837,6477.8774
1838,6461.3760
1839,6506.3398
1840,6614.2290
1841,6488.4556
1842,6437.5981
1843,6512.3428
1844,6387.2490
1845,6383.2192
1846,6469.6855
1847,6659.0557
1848,6506.3750
1849,6506.7837
1850,6484.8550
1851,6628.2788
1852,6662.1841
1853,6465.0137
1854,6646.5181
1855,6556.1777
1856,6461.1426
1857,6392.5405
1858,6420.8018
1859,6603.8130
1860,6640.9106
1861,6582.6621
1862,6588.7529
1863,6573.4810
1864,6659.5215
1865,6634.9756
1866,6705.9419
1867,6440.8574
1868,6600.8091
1869,6683.0972
1870,6570.7646
1871,6662.5771
1872,6520.6699
1873,6479.0918
1874,6609.1572
1875,6510.2646
1876,6449.9653
1877,6593.5723
1878,6774.6499
1879,6784.9116
1880,6614.1084
1881,6598.2124
1882,6585.9434
1883,6737.0723
1884,6638.8281
1885,6540.4062
1886,6712.5801
1887,6498.7686
1888,6630.3315
1889,6554.9253
1890,6694.7871
1891,6768.6592
1892,6749.5728
1893,6623.0469
1894,6827.3291
1895,6723.2104
1896,6782.2974
1897,6731.6582
1898,6434.3081
1899,6497.1431
1900,6621.2910
1901,6683.1191
1902,6504.1699
1903,6665.8423
1904,6605.8960
1905,6428.6123
1906,6672.0200
1907,6796.2441
1908,6650.9243
1909,6603.6680
1910,6755.2554
1911,6763.0679
1912,6805.9243
1913,6574.7261
1914,6531.8203
1915,6638.6860
1916,6698.8018
1917,6538.1699
1918,6454.4673
1919,6631.3472
1920,6771.5654
1921,6490.4336
1922,6562.6284
1923,6577.4331
1924,6500.9790
1925,6643.0342
1926,6696.9360
1927,6766.9355
1928,6887.2861
1929,6762.3652
1930,6641.0347
1931,6575.7554
1932,6588.9834
1933,6580.0073
1934,6577.0723
1935,6777.3169
1936,6835.3271
1937,6743.9336
1938,6777.4043
1939,6691.7065
1940,6673.7886
1941,6730.3047
1942,6759.4468
1943,6729.8506
1944,6771.8555
1945,6718.7354
1946,6794.9199
1947,6780.7231
1948,6567.3091
1949,6635.2822
1950,6711.0386
1951,6722.9067
1952,6631.8184
1953,6765.8003
1954,6718.9961
1955,6654.4492
1956,6628.3398
1957,6739.7246
1958,6568.8872
1959,6757.4941
1960,6611.8398
1961,6812.4644
1962,6733.0703
1963,6656.0322
1964,6784.1074
1965,6614.1519
1966,6672.1016
1967,6662.4810
1968,6737.7388
1969,6530.0347
1970,6720.9136
1971,6704.0957
1972,6815.9849
1973,6866.4419
1974,6862.4980
1975,6700.5005
1976,6668.4517
1977,6838.4634
1978,6893.0034
1979,6800.0498
1980,6705.8330
1981,6805.4312
1982,6818.2700
1983,6860.4443
1984,6798.8403
1985,6662.4800
1986,6566.8154
1987,6545.7456
1988,6539.1284
1989,6807.9604
1990,6758.7134
1991,6836.4229
1992,6400.4512
1993,6786.5645
1994,6722.8442
1995,6539.0112
1996,6594.9790
1997,6725.0830
1998,6510.9761
1999,6602.6660
2000,6596.1650
2001,6541.7842
2002,6616.4253
2003,6540.8403
2004,6843.7681
2005,6802.6860
2006,6702.9175
2007,6656.9648
2008,6737.9355
2009,6644.3374
2010,6658.5479
2011,6636.9019
2012,6771.9082
2013,6589.6997
2014,6752.1323
2015,6841.2847
2016,6796.5728
2017,6601.9775
2018,6797.4536
2019,6745.7041
2020,6795.3613
2021,6858.2773
2022,6740.9268
2023,6646.9331
2024,6627.8091
2025,6621.6494
2026,6724.2974
2027,6514.6440
2028,6646.9648
2029,6590.3569
2030,6714.5527
2031,6643.6675
2032,6683.9131
2033,6573.0659
2034,6641.1523
2035,6681.0684
2036,6613.3730
2037,6695.1069
2038,6795.3662
2039,6650.8350
2040,6759.9893
2041,6726.4404
2042,6698.7881
2043,6754.6309
2044,6608.1406
2045,6517.1719
2046,6602.2603
2047,6657.7661
2048,6717.3457
2049,6679.8301
2050,6744.8882
2051,6847.4888
2052,6637.1362
2053,6606.2710
2054,6683.5767
2055,6520.7080
2056,6514.0356
2057,6706.0029
2058,6672.2065
2059,6700.2041
2060,6853.4580
2061,6669.7163
2062,6762.7681
2063,6565.8184
2064,6736.2236
2065,6731.0825
2066,6752.3228
2067,6630.6973
2068,6490.8569
2069,6610.3428
2070,6636.4668
2071,6834.5259
2072,6678.3979
2073,6812.2617
2074,6724.3369
2075,6888.8213
2076,6714.4331
2077,6735.3354
2078,6630.0073
2079,6710.4272
2080,6674.0229
2081,6557.7236
2082,6568.5488
2083,6732.5298
2084,6892.0713
2085,6737.2793
2086,6678.8662
2087,6762.3774
2088,6667.5874
2089,6587.8628
2090,6652.6206
2091,6598.5215
2092,6702.6143
2093,6676.7666
2094,6745.6338
2095,6507.7773
2096,6687.2871
2097,6774.7690
2098,6681.4321
2099,6670.9409
2100,6779.7632
2101,6680.8555
2102,6690.3838
2103,6541.0869
2104,6777.7690
2105,6826.2837
2106,6788.2207
2107,6765.4399
2108,6708.9453
2109,6829.5337
2110,6761.1099
2111,6740.9580
2112,6757.8735
2113,6578.6206
2114,6537.4019
2115,6464.9429
2116,6611.1060
2117,6706.9443
2118,6553.0103
2119,6775.3398
2120,6816.1787
2121,6802.0537
2122,6492.9336
2123,6672.3726
2124,6708.1616
2125,6678.4575
2126,6813.4409
2127,6683.0400
2128,6697.7979
2129,6759.7798
2130,6592.1025
2131,6596.9512
2132,6672.3374
2133,6798.6992
2134,6717.3882
2135,6615.1504
2136,6562.7432
2137,6822.2705
2138,6820.2188
2139,6820.2466
2140,6917.9517
2141,6670.9375
2142,6723.8125
2143,6673.2866
2144,6634.0962
2145,6608.5967
2146,6858.5850
2147,6774.3413
2148,6852.8628
2149,6732.8174
2150,6649.0269
2151,6793.8750
2152,6679.7065
2153,6734.7065
2154,6753.9312
2155,6754.0474
2156,6727.8750
2157,6606.1616
2158,6627.7729
2159,6756.2163
2160,6779.8169
2161,6424.0962
2162,6696.6523
2163,6710.7915
2164,6815.1660
2165,6735.2681
2166,6785.5215
2167,6668.4531
2168,6870.2803
2169,6711.3896
2170,6685.0156
2171,6840.9136
2172,6796.1875
2173,6637.4980
2174,6728.3174
2175,6669.2886
2176,6704.7778
2177,6822.9590
2178,6575.2129
2179,6722.9019
2180,6475.3813
2181,6648.0415
2182,6618.1294
2183,6551.6323
2184,6762.1123
2185,6632.2954
2186,6759.8931
2187,6707.6831
2188,6794.9238
2189,6728.1270
2190,6639.7944
2191,6781.5659
2192,6625.9980
2193,6545.7280
2194,6559.7085
2195,6456.5938
2196,6466.0938
2197,6544.8711
2198,6720.7979
2199,6608.0361
2200,6512.8643
2201,6678.6191
2202,6723.2412
2203,6659.8892
2204,6513.4819
2205,6755.2280
2206,6741.9399
2207,6705.1963
2208,6683.1055
2209,6772.2598
2210,6667.1919
2211,6660.3726
2212,6794.3154
2213,6358.2549
2214,6541.3101
2215,6777.9878
2216,6528.6680
2217,6571.8579
2218,6802.0034
2219,6676.9990
2220,6697.9985
2221,6627.7119
2222,6760.9062
2223,6525.0986
2224,6741.3628
2225,6702.3984
2226,6732.2534
2227,6665.4897
2228,6541.7012
2229,6749.5342
2230,6621.6084
2231,6924.3794
2232,6790.5371
2233,6719.8696
2234,6670.3022
2235,6815.6753
2236,6782.3457
2237,6608.5112
2238,6695.0020
2239,6544.0605
2240,6765.0894
2241,6809.1450
2242,6679.6738
2243,6618.7725
2244,6720.6777
2245,6770.8223
2246,6898.0669
2247,6846.1338
2248,6818.6685
2249,6742.9180
2250,6351.0259
2251,6563.6880
2252,6570.6211
2253,6681.7544
2254,6785.8311
2255,6844.5249
2256,6704.7329
2257,6924.0498
2258,6726.0146
2259,6676.9272
2260,6864.7524
2261,6663.5825
2262,6909.0811
2263,6826.3872
2264,6852.2456
2265,6912.1455
2266,6806.5557
2267,6648.2432
2268,6626.3804
2269,6634.4761
2270,6631.3418
2271,6761.1538
2272,6744.5425
2273,6775.6909
2274,6786.4531
2275,6728.5947
2276,6862.3145
2277,6578.8848
2278,6766.8662
2279,6906.3940
2280,6790.5757
2281,6925.8237
2282,6864.2915
2283,6504.1294
2284,6601.3066
2285,6677.9463
2286,6850.1167
2287,6817.2393
2288,6833.9761
2289,6836.3071
2290,6851.9399
2291,6667.2456
2292,6757.3428
2293,6748.5518
2294,6778.1953
2295,6915.2637
2296,6865.5884
2297,6547.5068
2298,6675.9277
2299,6722.9800
2300,6771.4272
2301,6760.3057
2302,6778.7075
2303,6702.3638
2304,6696.0474
2305,6572.2207
2306,6713.0312
2307,6707.8828
2308,6689.7534
2309,6680.7373
2310,6813.1997
2311,6747.6431
2312,6739.8237
2313,6729.3838
2314,6882.3057
2315,6722.3906
2316,6801.4551
2317,6852.4609
2318,6654.1138
2319,6705.0635
2320,6879.1997
2321,6910.7832
2322,6733.0161
2323,6805.7969
2324,6684.0190
2325,6676.1040
2326,6792.2949
2327,6795.5962
2328,6632.6172
2329,6756.6953
2330,6630.9023
2331,6794.2778
2332,6816.4307
2333,6821.5894
2334,6804.6431
2335,6635.6519
2336,6748.6597
2337,6907.7080
2338,6652.1479
2339,6539.9790
2340,6701.9897
2341,6702.8682
2342,6877.4512
2343,6667.4072
2344,6672.7197
2345,6637.8647
2346,6841.3735
2347,6882.3340
2348,6821.5649
2349,6751.8628
2350,6673.3354
2351,6794.2148
2352,6687.2085
2353,6835.0210
2354,6692.4297
2355,6975.7632
2356,6871.7393
2357,6916.7129
2358,6413.0942
2359,6755.6743
2360,6717.6665
2361,6641.9336
2362,6690.9536
2363,6817.0054
2364,6758.3467
2365,6837.8218
2366,6717.8193
2367,6911.6187
2368,6920.5645
2369,6826.9380
2370,6890.1304
2371,6585.6743
2372,6629.7012
2373,6717.2300
2374,6761.6128
2375,6654.8667
2376,6880.6396
2377,6799.6777
2378,6864.0435
2379,6958.4009
2380,6843.2075
2381,6763.5449
2382,6506.9775
2383,6816.6309
2384,6664.0957
2385,6798.3936
2386,6846.1519
2387,6605.6494
2388,6838.6318
2389,6552.9897
2390,6644.2500
2391,6500.2129
2392,6574.2354
2393,6688.8311
2394,6664.0894
2395,6666.3159
2396,6530.6924
2397,6700.0825
2398,6751.7261
2399,6859.3711
2400,6834.0049
2401,6646.1543
2402,6788.9609
2403,6637.1104
2404,6614.2388
2405,6681.4111
2406,6770.3960
2407,6922.9023
2408,6927.8086
2409,6926.0024
2410,6835.5317
2411,6756.1948
2412,6466.1362
2413,6701.3125
2414,6736.4111
2415,6813.4736
2416,6823.5146
2417,6829.4321
2418,6909.7480
2419,6779.1548
2420,6832.0112
2421,6924.7554
2422,6841.6499
2423,6802.4746
2424,6720.0742
2425,6693.9038
2426,6793.8735
2427,6834.1812
2428,6718.0054
2429,6775.6606
2430,6821.2188
2431,6907.4395
2432,6837.0957
2433,6842.8687
2434,6760.1606
2435,6851.4175
2436,6785.3599
2437,6867.7974
2438,6833.8438
2439,6851.7534
2440,6905.7266
2441,6909.8447
2442,6731.5210
2443,6661.4761
2444,6905.0503
2445,6927.1694
2446,6998.9375
2447,6729.0493
2448,6862.8726
2449,6659.5757
2450,6676.0210
2451,6848.9165
2452,6865.0767
2453,6854.5132
2454,6949.3379
2455,6729.4023
2456,6733.7485
2457,6634.2461
2458,6515.1499
2459,6811.3037
2460,6755.1338
2461,6710.8618
2462,6469.9248
2463,6515.4800
2464,6690.8823
2465,6624.1006
2466,6737.8779
2467,6843.2192
2468,6769.4180
2469,6725.2490
2470,6809.4634
2471,6690.4160
2472,6527.8071
2473,6679.7632
2474,6614.3804
2475,6637.4229
2476,6775.2856
2477,6633.0146
2478,6741.7134
2479,6750.6123
2480,6885.9624
2481,6599.0728
2482,6726.8462
2483,6810.0000
2484,6815.3516
2485,6765.7544
2486,6750.7246
2487,6640.8965
2488,6851.1841
2489,6596.8799
2490,6757.7710
2491,6505.1450
2492,6800.5498
2493,6742.8379
2494,6791.8613
2495,6748.0879
2496,6584.7334
2497,6703.8779
2498,6836.3213
2499,6821.6279
2500,6746.0786
2501,6683.7925
2502,6749.1885
2503,6801.6768
2504,6823.4150
2505,6695.8379
2506,6831.8027
2507,6754.5103
2508,6616.0928
2509,6536.2065
2510,6476.6040
2511,6664.2803
2512,6636.9868
2513,6519.1060
2514,6780.5029
2515,6647.1484
2516,6630.8667
2517,6536.4492
2518,6647.9990
2519,6469.7437
2520,6635.4097
2521,6394.2881
2522,6485.7437
2523,6651.7324
2524,6670.5005
2525,6721.9141
2526,6748.5034
2527,6866.1597
2528,6896.2881
2529,6708.4062
2530,6747.6162
2531,6728.8472
2532,6751.1665
2533,6790.4565
2534,6587.2236
2535,6832.3975
2536,6709.0884
2537,6686.3193
2538,6304.2900
2539,6664.8711
2540,6643.3843
2541,6728.0811
2542,6651.5176
2543,6702.9824
2544,6644.2290
2545,6690.9692
2546,6530.8198
2547,6513.5259
2548,6571.4312
2549,6549.7881
2550,6621.3638
2551,6788.9761
2552,6660.2700
2553,6474.3169
2554,6648.0479
2555,6613.2275
2556,6657.8623
2557,6546.9941
2558,6691.4863
2559,6652.6255
2560,6720.0068
2561,6810.3115
2562,6818.3154
2563,6813.6460
2564,6727.8057
2565,6644.6860
2566,6695.2041
2567,6842.0615
2568,6674.7612
2569,6583.6284
2570,6836.2051
2571,6731.0044
2572,6673.8491
2573,6744.6362
2574,6751.7529
2575,6555.2959
2576,6810.4141
2577,6615.9385
2578,6703.7178
2579,6630.3301
2580,6747.0762
2581,6775.5825
2582,6881.1455
2583,6558.3774
2584,6612.9766
2585,6662.5928
2586,6771.1387
2587,6601.9810
2588,6571.6504
2589,6481.0000
2590,6686.0566
2591,6609.2734
2592,6597.0444
2593,6680.2520
2594,6614.6367
2595,6775.2861
2596,6698.5571
2597,6483.9521
2598,6550.4116
2599,6731.5449
2600,6471.8237
2601,6498.3657
2602,6741.9263
2603,6815.8247
2604,6713.1572
2605,6841.2979
2606,6808.0156
2607,6768.3281
2608,6841.7998
2609,6657.3110
2610,6793.5278
2611,6678.1084
2612,6770.2178
2613,6802.4761
2614,6721.2378
2615,6771.1523
2616,6716.5186
2617,6661.0635
2618,6729.0791
2619,6731.2832
2620,6752.3130
2621,6636.6787
2622,6588.3193
2623,6633.0981
2624,6834.4956
2625,6596.1660
2626,6628.4019
2627,6562.1499
2628,6852.9004
2629,6866.7178
2630,6790.1460
2631,6693.3804
2632,6556.2974
2633,6599.6934
2634,6895.8960
2635,6821.2129
2636,6558.7646
2637,6628.7847
2638,6742.8975
2639,6869.1836
2640,6825.3730
2641,6696.7520
2642,6672.5034
2643,6790.6729
2644,6716.2637
2645,6678.2544
2646,6844.8398
2647,6774.7075
2648,6724.4043
2649,6830.1343
2650,6884.5332
2651,6830.1523
2652,6832.0181
2653,6849.2744
2654,6682.9561
2655,6758.7476
2656,6750.4277
2657,6663.5342
2658,6735.0122
2659,6506.4937
2660,6654.6875
2661,6789.3442
2662,6623.6431
2663,6775.2979
2664,6642.6250
2665,6607.8115
2666,6766.3740
2667,6666.3594
2668,6552.1494
2669,6706.0518
2670,6551.9399
2671,6486.5459
2672,6632.2900
2673,6708.2490
2674,6667.2773
2675,6473.3091
2676,6598.3071
2677,6456.3799
2678,6744.2485
2679,6685.7021
2680,6477.0000
2681,6659.7554
2682,6675.8228
2683,6768.6079
2684,6629.9028
2685,6702.4849
2686,6684.4375
2687,6855.3628
2688,6849.6885
2689,6584.6069
2690,6667.4155
2691,6712.4707
2692,6871.1738
2693,6612.2305
2694,6713.8931
2695,6722.8882
2696,6735.4766
2697,6887.3726
2698,6566.8779
2699,6570.0972
2700,6765.9243
2701,6665.2168
2702,6348.0000
2703,6469.8267
2704,6582.9268
2705,6786.1250
2706,6426.7661
2707,6503.1992
2708,6834.0156
2709,6750.0850
2710,6716.2793
2711,6489.6729
2712,6511.8882
2713,6626.7417
2714,6609.0869
2715,6580.3110
2716,6591.8066
2717,6746.1460
2718,6640.1504
2719,6501.6343
2720,6439.3042
2721,6620.8481
2722,6529.1572
2723,6615.7090
2724,6692.3149
2725,6725.9990
2726,6462.2109
2727,6466.4829
2728,6692.5347
2729,6796.1768
2730,6610.0078
2731,6665.1924
2732,6545.4365
2733,6644.2603
2734,6708.6777
2735,6538.2344
2736,6661.3672
2737,6603.9849
2738,6732.4697
2739,6583.6270
2740,6670.6719
2741,6578.0371
2742,6717.2715
2743,6451.8267
2744,6804.0034
2745,6613.5874
2746,6506.5405
2747,6559.6484
2748,6564.2065
2749,6720.8384
2750,6624.0430
2751,6423.5400
2752,6714.5493
2753,6715.5659
2754,6438.9941
2755,6645.1699
2756,6741.4121
2757,6752.8135
2758,6562.4766
2759,6550.4316
2760,6417.9409
2761,6405.9966
2762,6621.1919
2763,6544.6206
2764,6671.9395
2765,6517.6543
2766,6811.0088
2767,6682.4634
2768,6699.5381
2769,6649.9731
2770,6604.3398
2771,6495.0229
2772,6530.3042
2773,6589.2622
2774,6631.6587
2775,6526.6699
2776,6750.5034
2777,6609.8159
2778,6778.7759
2779,6458.3516
2780,6587.3818
2781,6493.3540
2782,6632.3750
2783,6752.6426
2784,6495.4116
2785,6681.0518
2786,6668.5527
2787,6664.6211
2788,6515.1328
2789,6715.3853
2790,6642.9341
2791,6736.6582
2792,6680.3906
2793,6472.8530
2794,6596.0610
2795,6480.3037
2796,6489.9575
2797,6719.6543
2798,6651.1616
2799,6919.0444
2800,6882.0444
2801,6721.6636
2802,6733.4492
2803,6643.4531
2804,6483.7197
2805,6522.3574
2806,6621.1191
2807,6748.3555
2808,6632.1309
2809,6611.4473
2810,6734.8667
2811,6789.6885
2812,6860.2222
2813,6581.8784
2814,6736.5093
2815,6674.3975
2816,6612.1006
2817,6728.0166
2818,6779.7954
2819,6860.5767
2820,6733.4902
2821,6694.7485
2822,6683.3716
2823,6746.6768
2824,6683.6475
2825,6721.1641
2826,6799.3965
2827,6782.4443
2828,6566.6406
2829,6682.5674
2830,6760.0859
2831,6686.6582
2832,6776.7231
2833,6671.9849
2834,6603.9556
2835,6776.8418
2836,6648.0132
2837,6511.4888
2838,6667.9268
2839,6673.3022
2840,6872.3848
2841,6885.7109
2842,6821.4707
2843,6842.2100
2844,6528.0234
2845,6834.1934
2846,6737.1123
2847,6655.7275
2848,6699.2534
2849,6740.1851
2850,6547.3457
2851,6809.7886
2852,6781.0347
2853,6828.9111
2854,6895.6685
2855,6906.5244
2856,6870.0605
2857,6631.2417
2858,6753.7334
2859,6659.6426
2860,6668.4019
2861,6710.5337
2862,6581.8667
2863,6681.8872
2864,6739.5527
2865,6753.2290
2866,6698.3257
2867,6655.7837
2868,6684.3862
2869,6737.4888
2870,6553.4712
2871,6856.4141
2872,6797.7954
2873,6858.3354
2874,6725.6553
2875,6713.8511
2876,6746.0806
2877,6652.8999
2878,6650.5322
2879,6864.0459
2880,6901.1611
2881,6770.1753
2882,6874.2354
2883,6807.6235
2884,6725.7490
2885,6651.3496
2886,6740.3550
2887,6722.5825
2888,6560.7256
2889,6670.5615
2890,6880.4565
2891,6752.5112
2892,6749.8584
2893,6832.7124
2894,6754.3110
2895,6764.2681
2896,6780.8560
2897,6773.6162
2898,6668.1475
2899,6674.5205
2900,6617.6167
2901,6873.7285
2902,6595.0693
2903,6706.3203
2904,6697.3193
2905,6685.3311
2906,6861.4536
2907,6882.3271
2908,6929.8740
2909,6789.3887
2910,6872.9849
2911,6818.0659
2912,6751.7734
2913,6864.7705
2914,6396.3394
2915,6668.9819
2916,6839.1665
2917,6678.2700
2918,6660.2275
2919,6736.1079
2920,6825.0034
2921,6517.1323
2922,6786.5312
2923,6856.4307
2924,6573.3687
2925,6666.8882
2926,6582.2256
2927,6782.3003
2928,6857.3149
2929,6876.6880
2930,6824.2725
2931,6855.1538
2932,6556.5713
2933,6771.4429
2934,6947.1704
2935,6683.1138
2936,6783.7402
2937,6749.8662
2938,6825.8740
2939,6849.7300
2940,6762.4834
2941,6653.5488
2942,6824.4287
2943,6833.4507
2944,6840.0068
2945,6918.8223
2946,6852.2886
2947,6823.6709
2948,6985.8799
2949,6834.8203
2950,6692.9360
2951,6626.0337
2952,6786.9453
2953,6909.1523
2954,6785.5200
2955,6868.6284
2956,6964.5078
2957,6896.8247
2958,6785.6084
2959,6884.1304
2960,6853.9819
2961,6881.0947
2962,6762.1460
2963,6699.1772
2964,6871.4375
2965,6955.9966
2966,6696.2432
2967,6941.6685
2968,6857.8911
2969,6882.0562
2970,6737.0835
2971,6689.2119
2972,6811.1196
2973,6706.6611
2974,6841.3750
2975,6954.9409
2976,6968.8086
2977,6885.2788
2978,6710.4736
2979,6799.3887
2980,6808.6934
2981,6714.6836
2982,6699.5488
2983,6794.3735
2984,6871.5898
2985,6923.5713
2986,6927.1406
2987,6967.5186
2988,6863.1562
2989,6837.5059
2990,6703.3413
2991,6849.1606
2992,6819.8584
2993,6679.1084
2994,6698.1499
2995,6801.9199
2996,6746.9561
2997,6849.9746
2998,6696.6753
2999,6683.4287
3000,6622.2510
3001,6883.2231
3002,6848.1338
3003,6833.0054
3004,6775.0625
3005,6727.6567
3006,6747.2646
3007,6689.2520
3008,6720.4150
3009,6879.9966
3010,6820.5884
3011,6764.3911
3012,6751.9829
3013,6495.7861
3014,6658.8950
3015,6681.9976
3016,6749.1895
3017,6635.9141
3018,6626.0874
3019,6670.5718
3020,6845.8599
3021,6809.4653
3022,6932.8672
3023,6931.2837
3024,6841.8403
3025,6680.5444
3026,6668.0459
3027,6606.0630
3028,6722.8862
3029,6906.3423
3030,6937.2188
3031,6764.5767
3032,6865.4619
3033,6978.4678
3034,6738.0654
3035,6821.8457
3036,6641.9956
3037,6866.2856
3038,6912.6479
3039,6903.1797
3040,6854.9575
3041,6801.4399
3042,6687.5850
3043,6815.0698
3044,6604.4741
3045,6696.6636
3046,6869.9111
3047,6734.4160
3048,6885.7432
3049,6851.9897
3050,6716.5571
3051,6718.6240
3052,6695.3022
3053,6594.7021
3054,6737.1655
3055,6688.3228
3056,6835.6299
3057,6892.2212
3058,6909.7192
3059,6613.0415
3060,6686.2021
3061,6884.2080
3062,6878.8965
3063,6830.0103
3064,6866.2524
3065,6801.6763
3066,6815.9004
3067,6892.1821
3068,6687.5562
3069,6718.6372
3070,6696.3325
3071,6699.7485
3072,6937.3872
3073,6802.4165
3074,6727.7744
3075,6744.3228
3076,6880.2344
3077,6824.4395
3078,6939.2363
3079,6931.4180
3080,6786.2612
3081,6753.7446
3082,6755.0610
3083,6838.7822
3084,6785.9062
3085,6814.6597
3086,6882.0815
3087,6667.5791
3088,6665.9517
3089,6723.3643
3090,6711.2085
3091,6754.1753
3092,6847.9551
3093,7014.8940
3094,6833.6807
3095,6753.4980
3096,6873.0610
3097,6813.0044
3098,6902.9531
3099,6759.4800
3100,6720.1704
3101,6809.5635
3102,6893.5986
3103,6632.6909
3104,6910.8838
3105,6919.8086
3106,6678.6860
3107,6878.3696
3108,6900.2725
3109,6730.0996
3110,6846.4497
3111,6856.7769
3112,6633.8242
3113,6622.1450
3114,6763.6860
3115,6873.9292
3116,6800.2866
3117,6860.2192
3118,6897.0859
3119,6805.1299
3120,6712.9805
3121,6834.8691
3122,6847.2944
3123,6864.9297
3124,6766.6382
3125,6804.6841
3126,6713.8535
3127,6853.1050
3128,6841.8413
3129,6722.0522
3130,6671.1562
3131,6647.5938
3132,6900.0957
3133,6854.8799
3134,6798.6460
3135,6798.8623
3136,6976.4092
3137,6815.0024
3138,6761.9609
3139,6886.1548
3140,6871.5312
3141,6818.3198
3142,6916.5645
3143,6849.8755
3144,6664.3369
3145,6642.1655
3146,6928.6631
3147,6780.1895
3148,6652.6348
3149,6648.7373
3150,6845.7090
3151,6704.4897
3152,6712.9072
3153,6638.7505
3154,6576.0762
3155,6663.2334
3156,6616.7109
3157,6804.8511
3158,6774.8037
3159,6772.8354
3160,6751.3984
3161,6607.9873
3162,6839.8179
3163,6773.3872
3164,6670.1240
3165,6801.8125
3166,6875.5366
3167,6791.3716
3168,6730.4585
3169,6809.7871
3170,6659.9790
3171,6821.2437
3172,6912.5254
3173,7005.1860
3174,6976.6304
3175,6951.7842
3176,6975.6025
3177,7000.4253
3178,7024.6606
3179,6790.0972
3180,6923.4292
3181,6822.1895
3182,6708.2578
3183,6890.5366
3184,6863.8130
3185,6803.0859
3186,6936.0996
3187,6899.9116
3188,6795.8613
3189,6902.4697
3190,6759.3486
3191,6805.7886
3192,6861.5879
3193,6910.9487
3194,6879.8931
3195,6826.3638
3196,6847.4409
3197,6748.0117
3198,6868.4507
3199,6680.7041
3200,6643.8418
3201,6780.6797
3202,6624.2085
3203,6640.3726
3204,6450.5850
3205,6551.8794
3206,6722.7080
3207,6942.1050
3208,7029.5835
3209,6834.8350
3210,6863.4829
3211,6833.5386
3212,7006.0771
3213,6909.1904
3214,6711.6509
3215,6703.3535
3216,6921.8691
3217,6630.0010
3218,6876.2734
3219,6999.6963
3220,7065.7617
3221,7035.4023
3222,6871.8257
3223,6802.7354
3224,6953.0693
3225,6848.0288
3226,6986.1553
3227,6865.8999
3228,6792.8843
3229,6707.2905
3230,6756.0117
3231,6929.5488
3232,6868.7412
3233,6976.7676
3234,6820.2661
3235,6867.7344
