iteration,mean_reward
400,5060.0171
401,119.9092
402,138.0176
403,146.5560
404,161.8285
405,186.8927
406,227.6319
407,290.7792
408,394.7032
409,540.3527
410,786.0054
411,977.8367
412,1275.9083
413,1538.6051
414,1722.9182
415,1930.0410
416,2137.8774
417,2321.3833
418,2524.9509
419,2625.7100
420,2811.3408
421,3010.9290
422,3233.8494
423,3477.4604
424,3604.5261
425,3797.1443
426,4012.2461
427,4144.1973
428,4324.7622
429,4463.9038
430,4584.0020
431,5478.4741
432,4073.4055
433,3586.5391
434,3527.3682
435,3487.8140
436,3507.4050
437,3565.4521
438,3688.9346
439,3542.0251
440,3484.8340
441,3738.6663
442,3900.2664
443,3975.5352
444,4150.7363
445,4195.9224
446,4108.7441
447,4172.6294
448,4271.7808
449,4369.4097
450,4441.8188
451,4551.1616
452,4630.3022
453,4657.1338
454,4709.4395
455,4721.3257
456,4841.5400
457,4860.2383
458,4948.9038
459,4927.7744
460,4956.1812
461,5059.9648
462,5549.4331
463,4816.4136
464,4037.0686
465,3630.0024
466,3644.4089
467,3755.0581
468,3818.6931
469,3862.3452
470,4015.1543
471,4080.8721
472,4169.9829
473,4025.9019
474,4396.9976
475,4488.1753
476,4443.2598
477,4478.8999
478,4727.2891
479,4694.6748
480,4647.0669
481,4777.3374
482,4809.3281
483,4900.4316
484,4942.5420
485,4828.5117
486,4993.8696
487,5150.9863
488,5184.7881
489,5265.2344
490,5261.0747
491,5397.2417
492,5405.8760
493,5678.2231
494,5374.9956
495,4458.0991
496,4416.0547
497,4278.6094
498,4173.4038
499,4190.9331
500,4271.4092
501,4330.9380
502,4307.0859
503,4399.8618
504,4417.3555
505,4384.5991
506,4535.7124
507,4756.2773
508,4831.6064
509,4793.5161
510,4791.8589
511,4759.0479
512,4921.5303
513,4964.2432
514,5102.4126
515,5183.8496
516,5213.8203
517,5278.1685
518,5330.1885
519,5447.9209
520,5451.2266
521,5529.6885
522,5447.4468
523,5316.4751
524,5763.3794
525,5618.6680
526,5082.7451
527,4839.1182
528,4735.5391
529,4618.8657
530,4768.7676
531,4833.7241
532,5001.2842
533,4908.1421
534,5056.8794
535,5152.3794
536,5220.8213
537,5209.4351
538,5228.7612
539,5252.5254
540,5283.4897
541,5304.9443
542,5268.1460
543,5384.6704
544,5452.9932
545,5487.4380
546,5331.9155
547,5451.4180
548,5491.2163
549,5492.1074
550,5524.9624
551,5631.6104
552,5610.4170
553,5557.1011
554,5499.5532
555,5481.4604
556,5665.3813
557,5108.6294
558,4629.4863
559,4719.0601
560,4754.3833
561,4849.3481
562,4883.9780
563,4991.1919
564,5090.2388
565,5266.3647
566,5269.1157
567,5263.6787
568,5228.9722
569,5261.4062
570,5369.1343
571,5390.4541
572,5359.1357
573,5033.6685
574,5247.9199
575,5231.2612
576,5195.8701
577,5307.6685
578,5544.2300
579,5559.1855
580,5557.8350
581,5494.6855
582,5491.3301
583,5511.0117
584,5464.7861
585,5572.0264
586,5598.0034
587,5749.9810
588,5212.7158
589,5009.3975
590,4949.1812
591,4973.0591
592,5012.6304
593,4984.8237
594,4945.3125
595,4987.2192
596,4974.2764
597,5098.8374
598,5256.3560
599,5427.4517
600,5258.8467
601,5455.8125
602,5418.2378
603,5448.5869
604,5478.1948
605,5540.2100
606,5532.0576
607,5482.9873
608,5548.0044
609,5530.4482
610,5640.5430
611,5691.5698
612,5649.4487
613,5550.6230
614,5677.9023
615,5624.9473
616,5662.1885
617,5589.7422
618,5935.0029
619,5557.4922
620,5395.5913
621,5317.3911
622,5357.2280
623,5287.3579
624,5264.9663
625,5341.5225
626,5307.1436
627,5460.6494
628,5584.8594
629,5596.2178
630,5654.6387
631,5711.6104
632,5614.0645
633,5574.1519
634,5586.4985
635,5628.3569
636,5719.2075
637,5669.9326
638,5445.7266
639,5530.2905
640,5600.2061
641,5505.2637
642,5655.9692
643,5635.1670
644,5768.7617
645,5762.2432
646,5719.1631
647,5779.3018
648,5764.0610
649,5994.5073
650,5878.1724
651,5200.6348
652,5395.6357
653,5269.1475
654,5156.5347
655,5158.0469
656,5161.7432
657,5210.6494
658,5231.5898
659,5261.2451
660,5539.7217
661,5500.7642
662,5565.9185
663,5559.0166
664,5577.4951
665,5545.5225
666,5459.6382
667,5631.8691
668,5692.6260
669,5658.6655
670,5681.7441
671,5659.4224
672,5664.1699
673,5624.3237
674,5645.5698
675,5692.5894
676,5713.6353
677,5787.5298
678,5797.5244
679,5664.8379
680,5646.5405
681,5974.4634
682,5561.4917
683,5474.8423
684,5458.1592
685,5558.4854
686,5440.8584
687,5473.0063
688,5553.8359
689,5630.1182
690,5543.9893
691,5607.2275
692,5618.3130
693,5540.8188
694,5505.9629
695,5553.9897
696,5597.8940
697,5757.6816
698,5787.5981
699,5765.7153
700,5623.2319
701,5690.1641
702,5781.2129
703,5799.3511
704,5858.5010
705,5786.3267
706,5909.1304
707,5718.1748
708,5552.0503
709,5761.9351
710,5758.8438
711,5759.4028
712,6005.9854
713,5732.0024
714,5593.9224
715,5439.2329
716,5463.5859
717,5559.0220
718,5705.0801
719,5729.6572
720,5740.7866
721,5781.9487
722,5788.7261
723,5806.7212
724,5677.4751
725,5747.3799
726,5811.1216
727,5722.0884
728,5735.3828
729,5791.5234
730,5649.2095
731,5767.3467
732,5701.7700
733,5627.1841
734,5715.9736
735,5766.8267
736,5826.4204
737,5762.9175
738,5530.7378
739,5654.8828
740,5841.2861
741,5808.3599
742,5834.3374
743,6008.1816
744,5670.1450
745,5582.4229
746,5557.2153
747,5206.4624
748,5311.1538
749,5476.1792
750,5408.2920
751,5316.0112
752,5531.8232
753,5506.7388
754,5594.5317
755,5639.4082
756,5815.6880
757,5800.1450
758,5716.2021
759,5757.1143
760,5649.8330
761,5830.4678
762,5786.5479
763,5743.8271
764,5713.6973
765,5662.0122
766,5710.3447
767,5820.0830
768,5780.5459
769,5791.4111
770,5737.1470
771,5831.3916
772,5913.5122
773,5941.4492
774,6157.9688
775,5976.5435
776,5907.8887
777,5728.0312
778,5561.7720
779,5433.8569
780,5653.1572
781,5708.5566
782,5754.3735
783,5831.2363
784,5850.1636
785,5926.7886
786,5899.3931
787,5846.8760
788,5552.1299
789,5661.5317
790,5875.7188
791,5842.5347
792,5848.9043
793,5884.7861
794,5769.8125
795,5885.0649
796,5910.2710
797,5944.9961
798,6000.4023
799,5925.8984
800,5936.8940
801,5895.8770
802,5938.8022
803,5912.9351
804,5862.5054
805,5821.1226
806,6029.3711
807,5658.3643
808,5801.2319
809,5605.9751
810,5637.2207
811,5555.2056
812,5500.3892
813,5532.3335
814,5757.1450
815,5614.2725
816,5683.4062
817,5702.5728
818,5708.1924
819,5810.9160
820,5828.0430
821,5776.1484
822,5745.3916
823,5886.9282
824,5789.2642
825,5769.1318
826,5745.0234
827,5871.2456
828,5730.1304
829,5645.0518
830,5671.7124
831,5822.8936
832,5922.1797
833,5855.7417
834,5947.8569
835,5881.9966
836,5922.7144
837,6140.3169
838,5905.8828
839,5848.8330
840,5856.7568
841,5579.0522
842,5624.8887
843,5579.7788
844,5687.4834
845,5747.3794
846,5810.7856
847,5742.5981
848,5715.7075
849,5546.4092
850,5595.2793
851,5751.4048
852,5860.5342
853,5731.7349
854,5787.6113
855,5837.7935
856,5870.7021
857,5832.5400
858,5874.2051
859,5804.7080
860,5785.2710
861,5872.6938
862,5764.1572
863,5742.4321
864,5873.9863
865,5915.1963
866,5887.6616
867,6055.3491
868,6218.7505
869,5917.1611
870,5971.9985
871,5932.8457
872,5778.0068
873,5781.8042
874,5672.3740
875,5702.6831
876,5708.1250
877,5579.0894
878,5805.1553
879,5625.0781
880,5762.0156
881,5768.1147
882,5779.5713
883,5727.9648
884,5848.5962
885,5890.3403
886,5659.2441
887,5935.8569
888,5983.4790
889,5889.5435
890,6005.7910
891,6028.9497
892,6009.4819
893,5888.2437
894,6005.4263
895,5984.6128
896,5984.8613
897,5972.3047
898,5833.9668
899,6362.0034
900,6012.4316
901,6078.9248
902,6088.5317
903,5676.6123
904,5815.6348
905,5821.6748
906,5785.9824
907,5913.3345
908,6053.2842
909,6038.9844
910,5900.7510
911,6009.7334
912,5968.3335
913,5964.9541
914,6048.2446
915,5956.0562
916,5949.9331
917,5960.8311
918,5809.2544
919,5954.6025
920,6047.5410
921,5993.5229
922,5922.1685
923,5995.0972
924,6051.5312
925,6144.1011
926,6143.8872
927,6059.6284
928,6132.9360
929,6002.2700
930,5901.0747
931,5920.2251
932,5869.9160
933,6007.1118
934,5763.8892
935,5751.6904
936,5878.0200
937,5805.8887
938,5776.0342
939,5835.1426
940,6013.1235
941,6050.1812
942,5798.8936
943,5891.7632
944,5879.5405
945,6020.5273
946,6084.5220
947,5909.9331
948,6034.5781
949,6016.2759
950,6181.2505
951,6004.6611
952,6123.6655
953,5897.0845
954,6127.5615
955,6061.1323
956,6014.4263
957,6009.0063
958,6171.7480
959,6138.1572
960,6125.9180
961,6113.4438
962,6286.6943
963,6022.2935
964,6233.7373
965,6015.5806
966,5909.7119
967,6082.6279
968,5895.5581
969,5854.1147
970,5965.3916
971,5986.3555
972,6057.0601
973,6186.4941
974,5981.1792
975,6097.0366
976,5987.5093
977,5997.8237
978,6048.7754
979,6101.5259
980,6140.7422
981,6085.3228
982,6152.7212
983,6030.9604
984,6046.7466
985,5976.8550
986,6118.3223
987,6171.1025
988,6130.3438
989,6012.2412
990,6151.5674
991,6097.4243
992,6259.7490
993,6332.9375
994,6281.6909
995,6159.8442
996,6148.6680
997,6034.2319
998,5982.6074
999,5958.7480
1000,5949.4634
1001,5933.8174
1002,5914.1436
1003,5828.7319
1004,5867.8569
1005,5809.6909
1006,6013.0913
1007,6034.0537
1008,5980.9287
1009,6125.6860
1010,6133.4478
1011,6025.5181
1012,5981.1997
1013,6006.7646
1014,6017.5415
1015,6063.4238
1016,5999.0967
1017,5967.3486
1018,5897.6104
1019,5980.3623
1020,5921.9282
1021,6053.8101
1022,5927.4336
1023,6096.4204
1024,6511.5425
1025,6141.5010
1026,5866.8286
1027,5742.7759
1028,5790.4111
1029,5779.4653
1030,5749.5244
1031,5935.2412
1032,5971.1504
1033,6068.4688
1034,6001.7412
1035,5946.0815
1036,6092.7822
1037,6132.0376
1038,5967.5303
1039,6009.6592
1040,6046.7173
1041,6169.5635
1042,6281.2925
1043,6069.6367
1044,6082.9360
1045,6181.9468
1046,6022.9155
1047,6004.8350
1048,5875.2349
1049,5882.6929
1050,6018.7217
1051,6022.0288
1052,6050.6519
1053,6191.6772
1054,6163.8975
1055,6154.9868
1056,6125.6943
1057,6245.4697
1058,6083.5703
1059,5974.9453
1060,6051.0557
1061,5978.1367
1062,6056.0225
1063,6072.0161
1064,6011.3379
1065,6087.6338
1066,6116.7349
1067,6012.9282
1068,6100.2676
1069,6097.6836
1070,5955.8301
1071,5975.3042
1072,6093.5391
1073,5891.0972
1074,5972.2925
1075,6024.5967
1076,6065.5791
1077,6065.5063
1078,6174.1509
1079,6025.4517
1080,6198.6709
1081,6246.7466
1082,6129.3066
1083,6114.4819
1084,6246.6631
1085,6085.1987
1086,6027.7480
1087,6401.7261
1088,6119.4336
1089,6286.4712
1090,6123.6899
1091,5983.5615
1092,5999.5474
1093,6186.3823
1094,6090.6509
1095,6031.6943
1096,6046.7480
1097,6042.6304
1098,5922.8960
1099,6052.5249
1100,6086.4565
1101,6202.6338
1102,6347.2524
1103,6267.1816
1104,6191.8994
1105,6045.9565
1106,6130.6992
1107,6158.0581
1108,6169.4395
1109,6074.8174
1110,6162.2632
1111,6304.9219
1112,6239.0425
1113,6077.5669
1114,6121.9976
1115,6304.6216
1116,6263.4238
1117,6051.7969
1118,6478.5200
1119,6291.4609
1120,6262.2109
1121,6172.9751
1122,6139.8481
1123,6099.1548
1124,6095.3813
1125,5879.3047
1126,5967.2319
1127,5939.6816
1128,6087.9536
1129,5953.1343
1130,6177.3369
1131,6098.9106
1132,6027.2710
1133,6040.4082
1134,6104.2856
1135,6151.7100
1136,6148.3003
1137,6363.8330
1138,6177.7056
1139,6161.8159
1140,6297.8418
1141,6178.9019
1142,6086.1699
1143,6144.3047
1144,6230.7129
1145,6190.4404
1146,6067.8535
1147,6211.3628
1148,6208.2710
1149,6637.6816
1150,6234.7334
1151,6273.5122
1152,6190.9644
1153,6086.8091
1154,6178.1821
1155,6149.2881
1156,6134.4473
1157,5884.4395
1158,5991.7822
1159,6083.5894
1160,6042.9878
1161,6039.6187
1162,6233.7925
1163,6090.3354
1164,5995.1992
1165,6327.9307
1166,6268.1367
1167,6152.9312
1168,6266.9355
1169,6253.7349
1170,6136.7485
1171,6259.8013
1172,6138.9741
1173,6273.2261
1174,6225.4365
1175,6313.6304
1176,6088.9448
1177,6322.8936
1178,6163.9082
1179,6121.0029
1180,6155.8540
1181,6492.5884
1182,6443.2554
1183,6348.8843
1184,6338.5063
1185,6145.2944
1186,6189.1753
1187,6093.1792
1188,6304.5288
1189,6265.1606
1190,6174.5601
1191,6263.7324
1192,6261.6582
1193,6411.4062
1194,6223.2266
1195,6217.3281
1196,6128.5781
1197,6150.6279
1198,6296.4331
1199,6290.1123
1200,6291.5044
1201,6358.3384
1202,6291.3042
1203,6457.1040
1204,6329.6284
1205,6329.4653
1206,6211.8574
1207,6350.5342
1208,6318.3457
1209,6363.3159
1210,6187.4761
1211,6233.7363
1212,6593.7969
1213,6576.6372
1214,6227.7773
1215,6341.0532
1216,6038.8828
1217,6273.2700
1218,6231.4185
1219,6216.9644
1220,6197.1123
1221,6256.8960
1222,6272.2173
1223,6424.9365
1224,6300.4082
1225,6420.6196
1226,6386.8442
1227,6460.0425
1228,6233.8936
1229,6373.0801
1230,6416.6123
1231,6218.2119
1232,6171.4351
1233,6314.8994
1234,6226.1143
1235,6220.8481
1236,6283.8467
1237,6301.5430
1238,6186.1597
1239,6302.6294
1240,6278.8628
1241,6281.4541
1242,6281.7456
1243,6520.9292
1244,6213.4268
1245,6372.4819
1246,6130.0254
1247,6211.0850
1248,6077.2788
1249,6209.8350
1250,6284.4028
1251,6312.5981
1252,6276.1797
1253,6092.1963
1254,6251.2378
1255,6396.1060
1256,6297.9619
1257,6267.8657
1258,6114.7842
1259,6377.9155
1260,6233.6240
1261,6162.2163
1262,6263.6582
1263,6375.2373
1264,6354.9907
1265,6366.9399
1266,6131.7988
1267,6362.9766
1268,6248.9136
1269,6192.4976
1270,6139.5386
1271,6199.2681
1272,6185.0767
1273,6242.2915
1274,6725.7603
1275,6425.1484
1276,6305.6353
1277,6354.6553
1278,6166.5688
1279,6135.3198
1280,6060.5942
1281,6103.0498
1282,6104.8628
1283,6212.1567
1284,6246.9829
1285,6312.3149
1286,5994.0142
1287,6163.4248
1288,6120.7847
1289,6185.8335
1290,6190.6523
1291,6123.2144
1292,6237.5928
1293,6305.2290
1294,5966.7617
1295,6189.2056
1296,6318.0244
1297,6342.4521
1298,6196.7524
1299,6244.7656
1300,6274.8066
1301,6157.6328
1302,6155.8862
1303,6273.4717
1304,6220.3257
1305,6239.8491
1306,6107.7432
1307,6155.7368
1308,5995.9595
1309,6088.7363
1310,6086.2285
1311,6182.7993
1312,6171.7378
1313,6219.6118
1314,6139.2446
1315,6167.7446
1316,6144.3555
1317,6100.2461
1318,6166.9116
1319,6214.4229
1320,6201.3872
1321,6214.1763
1322,6133.1665
1323,6266.4678
1324,6314.9673
1325,6319.5825
1326,6286.7612
1327,6338.0498
1328,5988.6240
1329,6143.3271
1330,6050.1699
1331,6215.8594
1332,6213.6372
1333,6271.9629
1334,6438.7959
1335,6357.1426
1336,6246.3794
1337,6447.9424
1338,6144.3843
1339,6163.9956
1340,6274.0400
1341,6086.7935
1342,6048.4541
1343,6194.5259
1344,6301.8135
1345,6367.7207
1346,6496.8159
1347,6303.0957
1348,6355.7134
1349,6438.6885
1350,6281.4697
1351,6101.3242
1352,6238.0713
1353,6188.0786
1354,6346.5542
1355,6310.8286
1356,6294.1968
1357,6199.5884
1358,6302.9116
1359,6337.2588
1360,6183.7754
1361,6103.2534
1362,6229.9946
1363,6200.9009
1364,6125.8931
1365,6148.9893
1366,6296.8457
1367,6247.7676
1368,6415.9878
1369,6442.4038
1370,6244.2974
1371,6219.8530
1372,6264.1475
1373,6222.5000
1374,6052.1548
1375,6247.4312
1376,6388.1729
1377,6151.5366
1378,6167.4536
1379,6200.0728
1380,6150.5605
1381,6140.8047
1382,6126.0957
1383,6299.1392
1384,6334.8604
1385,6310.7578
1386,6435.0249
1387,6189.7217
1388,6375.1973
1389,6144.0557
1390,6232.0273
1391,6301.1504
1392,6335.0381
1393,6372.3853
1394,6504.9126
1395,6537.7261
1396,6439.7637
1397,6230.4946
1398,6341.1382
1399,6550.3594
1400,6529.2378
1401,6566.1094
1402,6315.3086
1403,6401.3940
1404,6367.5669
1405,6368.1191
1406,6349.9507
1407,6188.4941
1408,6244.7397
1409,6269.7310
1410,6354.6606
1411,6533.7900
1412,6535.3267
1413,6506.9209
1414,6493.6094
1415,6457.2280
1416,6321.1494
1417,6391.2080
1418,6351.7817
1419,6258.7036
1420,6484.6924
1421,6276.0542
1422,6395.2720
1423,6380.2856
1424,6351.7178
1425,6316.1641
1426,6420.2344
1427,6354.3999
1428,6377.1528
1429,6201.2734
1430,6370.5234
1431,6544.2388
1432,6343.2231
1433,6395.1655
1434,6524.9536
1435,6325.6323
1436,6313.0146
1437,6272.5103
1438,6499.7407
1439,6293.4917
1440,6474.6494
1441,6453.6392
1442,6417.7349
1443,6453.5112
1444,6359.6548
1445,6322.1104
1446,6010.0513
1447,6107.8047
1448,6356.3926
1449,6374.0967
1450,6400.3037
1451,6423.6475
1452,6221.4946
1453,6434.1240
1454,6337.4043
1455,6288.2056
1456,6212.5967
1457,6329.5444
1458,6361.1353
1459,6225.5654
1460,6380.5522
1461,6358.1299
1462,6376.0425
1463,6243.2378
1464,6315.8696
1465,6304.8525
1466,6348.6538
1467,6114.4707
1468,6193.1812
1469,6195.4966
1470,6101.6426
1471,6308.0337
1472,6196.1392
1473,6354.7891
1474,6183.3638
1475,6280.2749
1476,6126.8784
1477,6165.9961
1478,6132.6230
1479,6215.3481
1480,6274.1494
1481,6274.4487
1482,6219.0190
1483,6141.1270
1484,6319.8818
1485,6223.4541
1486,6211.0898
1487,5993.8560
1488,5937.4551
1489,6090.0044
1490,6372.2979
1491,6201.6719
1492,6189.0811
1493,6392.9438
1494,6105.0156
1495,6069.2676
1496,5989.8057
1497,5970.7051
1498,6057.4565
1499,6314.0522
1500,6000.2222
1501,6269.6240
1502,6402.2549
1503,6254.9780
1504,6295.0625
1505,6373.5474
1506,6365.4111
1507,6267.9756
1508,6334.5605
1509,6487.3682
1510,6371.7886
1511,6301.1055
1512,6388.6396
1513,6529.4229
1514,6350.6226
1515,6288.7178
1516,6237.7212
1517,6335.0010
1518,6367.3711
1519,6353.7056
1520,6382.2329
1521,6439.2573
1522,6216.0435
1523,6378.7710
1524,6529.0430
1525,6523.3218
1526,6229.2437
1527,6194.8403
1528,6291.5347
1529,6362.8154
1530,6240.5166
1531,6432.4009
1532,6224.6831
1533,6131.7637
1534,6157.3188
1535,6201.6855
1536,6250.9785
1537,6367.7373
1538,6205.0254
1539,6409.4565
1540,6352.7734
1541,6279.8262
1542,6205.0322
1543,6167.8813
1544,6454.7944
1545,6516.4253
1546,6486.4736
1547,6502.6079
1548,6600.1807
1549,6571.2710
1550,6409.7251
1551,6443.0938
1552,6401.3535
1553,6525.9160
1554,6388.9111
1555,6357.1841
1556,6435.1543
1557,6440.3354
1558,6362.9336
1559,6284.7876
1560,6401.7056
1561,6388.7432
1562,6505.4268
1563,6380.1523
1564,6498.0254
1565,6461.6719
1566,6425.5981
1567,6448.9355
1568,6449.4536
1569,6316.6367
1570,6341.7549
1571,6328.0244
1572,6275.7036
1573,6318.7192
1574,6510.5957
1575,6451.5479
1576,6337.8032
1577,6503.4297
1578,6560.2222
1579,6471.4106
1580,6566.3965
1581,6362.0415
1582,6354.8872
1583,6575.2817
1584,6395.0430
1585,6536.8506
1586,6451.5234
1587,6592.0029
1588,6614.3013
1589,6500.6899
1590,6288.3970
1591,6395.8613
1592,6547.2261
1593,6623.4175
1594,6451.1631
1595,6315.1685
1596,6393.8955
1597,6611.4263
1598,6571.4395
1599,6402.8267
1600,6474.4985
1601,6536.4067
1602,6574.3135
1603,6470.1655
1604,6427.0137
1605,6561.4067
1606,6452.9092
1607,6469.1182
1608,6428.1084
1609,6346.0630
1610,6398.4380
1611,6512.8032
1612,6612.2661
1613,6638.6699
1614,6421.7266
1615,6560.5571
1616,6071.8149
1617,6305.1709
1618,6379.0630
1619,6450.2959
1620,6414.8975
1621,6533.7705
1622,6510.8560
1623,6583.5181
1624,6572.3750
1625,6596.3462
1626,6677.3374
1627,6624.2212
1628,6469.1191
1629,6529.4810
1630,6466.2812
1631,6410.0332
1632,6523.2749
1633,6519.7056
1634,6426.0503
1635,6473.2100
1636,6565.6436
1637,6542.5566
1638,6602.5454
1639,6669.6328
1640,6582.4863
1641,6609.4668
1642,6428.3936
1643,6417.4941
1644,6369.5488
1645,6469.9175
1646,6606.3711
1647,6547.3511
1648,6506.5273
1649,6541.7490
1650,6446.4385
1651,6412.8530
1652,6548.1255
1653,6479.0400
1654,6373.4722
1655,6363.9360
1656,6367.9448
1657,6497.2578
1658,6495.5029
1659,6443.0688
1660,6542.3525
1661,6588.1597
1662,6598.3667
1663,6591.8013
1664,6489.5991
1665,6460.6216
1666,6611.3110
1667,6398.2441
1668,6397.2905
1669,6390.7500
1670,6596.6553
1671,6578.4121
1672,6664.1553
1673,6443.7734
1674,6478.7446
1675,6535.8516
1676,6479.2930
1677,6509.5757
1678,6333.7520
1679,6389.6680
1680,6522.5693
1681,6743.6431
